participantID,BlockType, randColour, randOri, randSize, TestCondition, Response, trialResult, RT(ms) ,
JZ20160606,3,2,2,1,3,1,1,13, 
JZ20160606,3,1,2,1,3,1,1,347, 
JZ20160606,3,1,1,1,3,1,1,13, 
JZ20160606,3,1,1,2,3,2,1,147, 
JZ20160606,3,1,1,1,3,1,1,13, 
JZ20160606,3,2,2,2,3,2,1,320, 
JZ20160606,3,2,2,2,3,2,1,133, 
JZ20160606,3,1,2,2,3,2,1,13, 
JZ20160606,3,1,2,1,3,1,1,333, 
JZ20160606,3,2,2,2,3,2,1,93, 
JZ20160606,3,1,2,2,3,2,1,13, 
JZ20160606,3,2,1,1,3,1,1,13, 
JZ20160606,3,1,2,2,3,2,1,13, 
JZ20160606,3,1,1,1,3,1,1,27, 
JZ20160606,3,2,1,1,3,1,1,13, 
JZ20160606,3,2,1,2,3,2,1,480, 
JZ20160606,3,2,2,1,3,1,1,546, 
JZ20160606,3,2,1,2,3,1,0,467, 
JZ20160606,3,1,1,2,3,2,1,480, 
JZ20160606,3,1,1,1,3,1,1,267, 
JZ20160606,3,2,1,1,3,1,1,133, 
JZ20160606,3,2,1,2,3,2,1,200, 
JZ20160606,3,2,1,2,3,2,1,413, 
JZ20160606,3,2,1,1,3,1,1,13, 
JZ20160606,3,1,1,1,3,2,0,200, 
JZ20160606,3,2,2,1,3,1,1,160, 
JZ20160606,3,2,1,1,3,1,1,13, 
JZ20160606,3,2,1,1,3,1,1,80, 
JZ20160606,3,2,1,1,3,1,1,80, 
JZ20160606,3,2,2,1,3,1,1,120, 
JZ20160606,3,2,2,1,3,1,1,120, 
JZ20160606,3,1,1,1,3,1,1,13, 
JZ20160606,3,1,2,1,3,1,1,13, 
JZ20160606,3,2,2,2,3,2,1,13, 
JZ20160606,3,1,1,2,3,2,1,13, 
JZ20160606,3,1,2,1,3,1,1,507, 
JZ20160606,3,2,2,1,3,1,1,14, 
JZ20160606,3,1,2,2,3,2,1,13, 
JZ20160606,3,1,1,1,3,1,1,13, 
JZ20160606,3,1,1,2,3,2,1,13, 
JZ20160606,3,2,2,2,3,2,1,13, 
JZ20160606,3,1,2,2,3,2,1,13, 
JZ20160606,3,2,1,1,3,2,0,493, 
JZ20160606,3,1,1,2,3,2,1,160, 
JZ20160606,3,1,2,2,3,2,1,507, 
JZ20160606,3,2,1,1,3,1,1,440, 
JZ20160606,3,2,2,2,3,2,1,13, 
JZ20160606,3,2,1,1,3,1,1,440, 
JZ20160606,3,1,1,2,3,2,1,333, 
JZ20160606,3,1,2,2,3,2,1,373, 
JZ20160606,3,1,2,2,3,2,1,200, 
JZ20160606,3,1,1,2,3,2,1,293, 
JZ20160606,3,2,2,2,3,2,1,267, 
JZ20160606,3,2,2,2,3,2,1,240, 
JZ20160606,3,1,1,2,3,2,1,360, 
JZ20160606,3,2,1,2,3,2,1,267, 
JZ20160606,3,1,1,1,3,1,1,280, 
JZ20160606,3,2,1,2,3,1,0,1026, 
JZ20160606,3,1,2,1,3,1,1,187, 
JZ20160606,3,2,1,2,3,2,1,27, 
JZ20160606,3,2,2,2,3,2,1,133, 
JZ20160606,3,1,1,2,3,2,1,213, 
JZ20160606,3,2,1,1,3,1,1,80, 
JZ20160606,3,1,1,2,3,2,1,67, 
JZ20160606,3,2,2,1,3,1,1,746, 
JZ20160606,3,2,1,2,3,2,1,280, 
JZ20160606,3,2,2,1,3,1,1,13, 
JZ20160606,3,1,2,1,3,1,1,107, 
JZ20160606,3,2,2,1,3,1,1,293, 
JZ20160606,3,2,1,1,3,1,1,173, 
JZ20160606,3,1,2,2,3,2,1,13, 
JZ20160606,3,2,2,1,3,1,1,147, 
JZ20160606,3,2,2,2,3,2,1,13, 
JZ20160606,3,1,1,1,3,1,1,373, 
JZ20160606,3,1,2,1,3,1,1,13, 
JZ20160606,3,2,1,2,3,2,1,693, 
JZ20160606,3,2,2,2,3,2,1,40, 
JZ20160606,3,1,2,2,3,2,1,333, 
JZ20160606,3,1,1,1,3,1,1,187, 
JZ20160606,3,2,1,2,3,2,1,160, 
JZ20160606,3,1,2,2,3,2,1,480, 
JZ20160606,3,1,1,2,3,2,1,200, 
KM20160602,2,2,2,1,2,2,1,400, 
KM20160602,2,1,1,1,2,1,1,520, 
KM20160602,2,1,1,2,2,1,1,546, 
KM20160602,2,1,1,1,2,1,1,480, 
KM20160602,2,2,1,2,2,2,0,400, 
KM20160602,2,2,1,1,2,1,1,480, 
KM20160602,2,1,1,1,2,1,1,387, 
KM20160602,2,1,1,2,2,1,1,986, 
KM20160602,2,2,1,1,2,1,1,427, 
KM20160602,2,1,2,1,2,2,1,373, 
KM20160602,2,2,2,2,2,2,1,573, 
KM20160602,2,2,1,2,2,1,1,680, 
KM20160602,2,1,1,1,2,1,1,800, 
KM20160602,2,2,2,1,2,2,1,160, 
KM20160602,2,2,1,1,2,1,1,400, 
KM20160602,2,1,2,1,2,2,1,453, 
KM20160602,2,2,1,2,2,2,0,493, 
KM20160602,2,2,2,1,2,2,1,440, 
KM20160602,2,2,1,1,2,2,0,506, 
KM20160602,2,2,2,1,2,2,1,373, 
KM20160602,2,1,1,1,2,1,1,786, 
KM20160602,2,1,1,1,2,1,1,533, 
KM20160602,2,2,1,2,2,1,1,253, 
KM20160602,2,2,2,2,2,2,1,413, 
KM20160602,2,1,2,1,2,2,1,667, 
KM20160602,2,1,2,1,2,2,1,546, 
KM20160602,2,2,2,2,2,2,1,400, 
KM20160602,2,2,1,1,2,1,1,467, 
KM20160602,2,1,1,1,2,1,1,667, 
KM20160602,2,2,1,2,2,1,1,507, 
KM20160602,2,1,1,2,2,1,1,533, 
KM20160602,2,2,1,1,2,1,1,467, 
KM20160602,2,2,1,2,2,2,0,306, 
KM20160602,2,1,2,1,2,2,1,426, 
KM20160602,2,1,2,2,2,1,0,720, 
KM20160602,2,1,2,2,2,1,0,520, 
KM20160602,2,2,1,2,2,1,1,427, 
KM20160602,2,2,2,2,2,2,1,373, 
KM20160602,2,1,2,2,2,2,1,693, 
KM20160602,2,1,2,1,2,2,1,360, 
KM20160602,2,2,1,1,2,1,1,360, 
KM20160602,2,2,2,1,2,2,1,520, 
KM20160602,2,2,1,2,2,1,1,387, 
KM20160602,2,1,1,1,2,1,1,373, 
KM20160602,2,2,1,1,2,1,1,400, 
KM20160602,2,1,1,2,2,1,1,680, 
KM20160602,2,2,1,2,2,1,1,586, 
KM20160602,2,2,2,1,2,2,1,373, 
KM20160602,2,2,2,1,2,2,1,866, 
KM20160602,2,1,2,1,2,2,1,280, 
KM20160602,2,2,2,1,2,2,1,13, 
KM20160602,2,2,1,2,2,1,1,573, 
KM20160602,2,1,2,1,2,2,1,427, 
KM20160602,2,1,2,2,2,2,1,493, 
KM20160602,2,1,2,1,2,2,1,467, 
KM20160602,2,2,1,1,2,1,1,347, 
KM20160602,2,1,2,2,2,2,1,813, 
KM20160602,2,1,1,1,2,1,1,267, 
KM20160602,2,1,2,1,2,2,1,53, 
KM20160602,2,2,1,1,2,1,1,453, 
KM20160602,2,1,2,2,2,1,0,2439, 
KM20160602,2,1,2,2,2,1,0,520, 
KM20160602,2,2,2,1,2,2,1,600, 
KM20160602,2,1,1,2,2,1,1,480, 
KM20160602,2,2,2,2,2,2,1,13, 
KM20160602,2,2,2,2,2,2,1,547, 
KM20160602,2,2,2,2,2,2,1,480, 
KM20160602,2,1,2,2,2,2,1,493, 
KM20160602,2,2,2,1,2,2,1,480, 
KM20160602,2,1,1,1,2,1,1,480, 
KM20160602,2,1,1,1,2,1,1,520, 
KM20160602,2,1,2,1,2,2,1,440, 
KM20160602,2,2,2,2,2,2,1,387, 
KM20160602,2,2,1,1,2,1,1,67, 
KM20160602,2,1,1,2,2,1,1,480, 
KM20160602,2,1,1,2,2,2,0,533, 
KM20160602,2,2,1,1,2,1,1,13, 
KM20160602,2,2,2,1,2,2,1,520, 
KM20160602,2,2,2,2,2,2,1,480, 
KM20160602,2,1,1,2,2,2,0,627, 
KM20160602,2,1,1,2,2,2,0,627, 
KM20160602,2,1,2,2,2,2,1,427, 
KM20160602,2,1,2,2,2,2,1,600, 
KM20160602,2,1,1,2,2,1,1,440, 
KM20160602,2,1,1,1,2,1,1,533, 
KM20160602,2,1,1,2,2,1,1,613, 
KM20160602,2,2,2,2,2,2,1,253, 
KM20160602,2,2,1,2,2,1,1,600, 
KM20160602,2,1,1,2,2,1,1,853, 
KM20160602,2,2,2,2,2,2,1,267, 
KM20160602,2,2,2,1,2,2,1,680, 
KM20160602,2,1,2,2,2,1,0,853, 
KM20160602,2,2,2,2,2,2,1,533, 
KM20160602,2,1,2,2,2,2,1,373, 
KM20160602,2,2,1,2,2,1,1,640, 
KM20160602,2,1,2,1,2,2,1,520, 
KM20160602,5,1,1,2,1,2,0,1853, 
KM20160602,5,1,2,2,1,1,1,560, 
KM20160602,5,1,1,1,1,1,1,746, 
KM20160602,5,1,1,1,2,1,1,693, 
KM20160602,5,2,1,2,2,1,1,693, 
KM20160602,5,2,1,2,2,1,1,600, 
KM20160602,5,2,1,2,2,1,1,1040, 
KM20160602,5,2,2,1,2,2,1,586, 
KM20160602,5,2,1,2,1,2,1,840, 
KM20160602,5,2,2,1,2,1,0,1773, 
KM20160602,5,1,1,1,2,1,1,667, 
KM20160602,5,1,2,1,1,1,1,986, 
KM20160602,5,1,2,1,2,2,1,520, 
KM20160602,5,2,1,1,2,1,1,480, 
KM20160602,5,1,1,1,1,1,1,1599, 
KM20160602,5,1,1,1,2,1,1,1173, 
KM20160602,5,1,1,1,1,1,1,1999, 
KM20160602,5,1,1,1,1,1,1,1693, 
KM20160602,5,1,1,1,2,1,1,573, 
KM20160602,5,1,2,1,2,2,1,520, 
KM20160602,5,2,2,1,1,2,1,1426, 
KM20160602,5,1,2,2,1,1,1,680, 
KM20160602,5,1,1,1,1,1,1,1133, 
KM20160602,5,1,1,1,1,1,1,693, 
KM20160602,5,1,2,2,1,2,0,960, 
KM20160602,5,2,2,2,2,2,1,866, 
KM20160602,5,1,1,1,2,1,1,560, 
KM20160602,5,1,2,1,2,2,1,1546, 
KM20160602,5,2,1,1,1,2,1,547, 
KM20160602,5,2,2,1,1,2,1,573, 
KM20160602,5,1,2,1,2,2,1,1266, 
KM20160602,5,2,2,2,1,2,1,1173, 
KM20160602,5,1,1,2,2,2,0,840, 
KM20160602,5,2,2,2,2,1,0,813, 
KM20160602,5,2,2,2,2,2,1,640, 
KM20160602,5,2,1,1,1,2,1,573, 
KM20160602,5,1,2,2,2,1,0,2266, 
KM20160602,5,2,2,1,2,2,1,573, 
KM20160602,5,1,2,1,2,2,1,480, 
KM20160602,5,1,2,1,2,2,1,560, 
KM20160602,5,2,2,1,2,2,1,533, 
KM20160602,5,2,2,1,1,2,1,1226, 
KM20160602,5,2,1,1,2,1,1,1080, 
KM20160602,5,2,2,2,2,2,1,693, 
KM20160602,5,2,1,1,2,1,1,440, 
KM20160602,5,2,1,2,2,1,1,533, 
KM20160602,5,1,1,2,1,1,1,1186, 
KM20160602,5,1,1,2,1,1,1,680, 
KM20160602,5,1,2,2,1,1,1,1066, 
KM20160602,5,1,1,1,1,1,1,667, 
KM20160602,5,1,2,2,1,1,1,560, 
KM20160602,5,1,2,1,1,2,0,733, 
KM20160602,5,2,1,2,1,2,1,720, 
KM20160602,5,2,1,1,2,1,1,1293, 
KM20160602,5,1,1,2,1,1,1,920, 
KM20160602,5,2,1,2,2,1,1,813, 
KM20160602,5,2,2,2,2,2,1,533, 
KM20160602,5,1,2,2,1,1,1,2253, 
KM20160602,5,2,2,1,1,2,1,586, 
KM20160602,5,2,2,1,1,2,1,507, 
KM20160602,5,1,2,2,2,1,0,333, 
KM20160602,5,2,2,2,1,2,1,1706, 
KM20160602,5,1,1,2,1,1,1,733, 
KM20160602,5,2,1,1,2,2,0,1213, 
KM20160602,5,1,2,1,1,1,1,1880, 
KM20160602,5,1,2,1,1,1,1,586, 
KM20160602,5,2,2,2,1,2,1,480, 
KM20160602,5,1,2,1,1,1,1,706, 
KM20160602,5,1,2,1,2,2,1,786, 
KM20160602,5,2,1,2,2,1,1,613, 
KM20160602,5,1,1,2,1,1,1,2039, 
KM20160602,5,1,2,2,2,2,1,880, 
KM20160602,5,1,1,2,1,1,1,760, 
KM20160602,5,2,1,1,1,2,1,960, 
KM20160602,5,1,1,1,1,1,1,533, 
KM20160602,5,2,1,2,2,1,1,1320, 
KM20160602,5,1,1,2,2,1,1,1146, 
KM20160602,5,2,1,2,2,1,1,787, 
KM20160602,5,2,2,2,2,1,0,1133, 
KM20160602,5,1,1,2,2,1,1,493, 
KM20160602,5,1,1,1,2,1,1,680, 
KM20160602,5,2,2,2,1,2,1,1480, 
KM20160602,5,2,1,1,1,2,1,653, 
KM20160602,5,2,1,1,2,1,1,1360, 
KM20160602,5,2,2,1,2,2,1,400, 
KM20160602,5,1,2,1,1,1,1,2572, 
KM20160602,5,2,1,2,1,2,1,720, 
KM20160602,5,2,2,2,1,2,1,560, 
KM20160602,5,2,1,2,2,1,1,760, 
KM20160602,5,2,1,1,2,1,1,613, 
KM20160602,5,2,1,1,1,2,1,906, 
KM20160602,5,1,2,2,2,2,1,1213, 
KM20160602,5,1,2,2,2,2,1,546, 
KM20160602,5,2,1,1,1,2,1,1706, 
KM20160602,5,2,1,2,1,2,1,1493, 
KM20160602,5,1,1,2,1,1,1,573, 
KM20160602,5,2,2,1,2,1,0,1360, 
KM20160602,5,2,2,1,1,2,1,800, 
KM20160602,5,1,1,2,1,1,1,427, 
KM20160602,5,2,2,2,2,1,0,1226, 
KM20160602,5,1,2,2,1,2,0,2426, 
KM20160602,5,1,1,2,1,2,0,1680, 
KM20160602,5,1,2,1,1,1,1,933, 
KM20160602,5,2,2,2,2,1,0,986, 
KM20160602,5,2,2,1,2,2,1,693, 
KM20160602,5,1,2,1,2,2,1,480, 
KM20160602,5,1,2,2,2,2,1,773, 
KM20160602,5,2,1,2,1,2,1,786, 
KM20160602,5,1,2,1,2,2,1,667, 
KM20160602,5,1,1,2,1,1,1,1266, 
KM20160602,5,2,1,2,1,2,1,453, 
KM20160602,5,2,1,2,1,2,1,560, 
KM20160602,5,2,1,1,1,2,1,320, 
KM20160602,5,2,1,2,1,2,1,413, 
KM20160602,5,2,1,2,1,2,1,600, 
KM20160602,5,1,2,2,1,1,1,773, 
KM20160602,5,2,1,1,2,1,1,1466, 
KM20160602,5,2,2,2,2,2,1,413, 
KM20160602,5,2,1,1,1,2,1,1600, 
KM20160602,5,2,2,1,1,2,1,1413, 
KM20160602,5,1,1,1,1,2,0,800, 
KM20160602,5,1,1,1,2,2,0,1453, 
KM20160602,5,1,2,2,2,2,1,840, 
KM20160602,5,1,2,1,1,1,1,787, 
KM20160602,5,2,2,1,1,2,1,653, 
KM20160602,5,1,2,1,2,2,1,1013, 
KM20160602,5,1,1,2,2,2,0,1906, 
KM20160602,5,2,2,1,2,2,1,786, 
KM20160602,5,1,2,1,2,2,1,840, 
KM20160602,5,1,2,1,1,1,1,1226, 
KM20160602,5,1,2,2,1,1,1,827, 
KM20160602,5,2,1,1,2,1,1,1253, 
KM20160602,5,2,1,1,1,2,1,706, 
KM20160602,5,1,1,2,2,1,1,800, 
KM20160602,5,2,1,1,1,2,1,667, 
KM20160602,5,1,1,1,2,1,1,1466, 
KM20160602,5,1,1,1,1,1,1,920, 
KM20160602,5,2,2,2,1,2,1,693, 
KM20160602,5,2,1,2,2,1,1,1306, 
KM20160602,5,2,2,2,1,2,1,573, 
KM20160602,5,1,2,1,1,1,1,1053, 
KM20160602,5,2,2,2,1,2,1,520, 
KM20160602,5,2,1,1,2,1,1,760, 
KM20160602,5,1,2,2,2,2,1,613, 
KM20160602,5,1,2,2,2,2,1,480, 
KM20160602,5,2,1,2,1,2,1,1466, 
KM20160602,5,2,2,2,2,2,1,653, 
KM20160602,5,2,2,2,1,1,0,1040, 
KM20160602,5,2,2,1,2,2,1,733, 
KM20160602,5,2,2,2,2,1,0,546, 
KM20160602,5,2,2,1,2,1,0,613, 
KM20160602,5,1,1,2,1,1,1,1853, 
KM20160602,5,2,1,2,2,1,1,973, 
KM20160602,5,2,1,1,1,2,1,666, 
KM20160602,5,2,2,2,1,2,1,720, 
KM20160602,5,2,1,1,1,2,1,507, 
KM20160602,5,1,1,1,2,1,1,1693, 
KM20160602,5,2,1,2,2,1,1,973, 
KM20160602,5,1,1,2,2,1,1,467, 
KM20160602,5,2,2,1,1,2,1,760, 
KM20160602,5,1,1,1,2,1,1,853, 
KM20160602,5,2,2,1,1,2,1,546, 
KM20160602,5,2,2,1,1,2,1,533, 
KM20160602,5,1,2,2,2,2,1,640, 
KM20160602,5,1,2,1,1,1,1,1013, 
KM20160602,5,1,1,1,2,1,1,627, 
KM20160602,5,1,2,2,1,1,1,1600, 
KM20160602,5,1,2,2,2,2,1,573, 
KM20160602,5,2,2,2,1,2,1,2013, 
KM20160602,5,1,2,2,2,1,0,1666, 
KM20160602,5,1,1,1,2,1,1,986, 
KM20160602,5,2,2,1,2,1,0,626, 
KM20160602,5,1,1,1,1,1,1,1093, 
KM20160602,5,1,2,1,1,1,1,693, 
KM20160602,5,1,1,2,2,1,1,1306, 
KM20160602,5,2,2,1,1,2,1,720, 
KM20160602,5,1,1,2,2,1,1,573, 
KM20160602,5,2,1,1,2,1,1,786, 
KM20160602,5,2,2,1,2,2,1,853, 
KM20160602,5,2,1,2,1,2,1,1000, 
KM20160602,5,1,2,2,1,1,1,640, 
KM20160602,5,1,1,2,2,1,1,1013, 
KM20160602,5,1,2,1,2,2,1,413, 
KM20160602,5,1,1,2,2,1,1,693, 
KM20160602,5,2,2,2,1,2,1,573, 
KM20160602,5,2,2,2,2,2,1,1520, 
KM20160602,5,1,1,2,2,1,1,1706, 
KM20160602,5,2,1,2,1,2,1,1093, 
KM20160602,5,1,1,2,2,1,1,2119, 
KM20160602,5,1,1,1,1,1,1,560, 
KM20160602,5,2,1,1,2,1,1,1226, 
KM20160602,5,1,2,2,1,1,1,827, 
KM20160602,7,1,1,1,2,1,1,1040, 
KM20160602,7,1,2,1,3,2,0,373, 
KM20160602,7,1,2,2,2,2,1,680, 
KM20160602,7,2,1,1,2,1,1,546, 
KM20160602,7,1,1,2,2,2,0,533, 
KM20160602,7,1,2,2,2,2,1,853, 
KM20160602,7,2,1,1,3,1,1,800, 
KM20160602,7,2,1,1,3,1,1,693, 
KM20160602,7,2,1,2,3,2,1,1173, 
KM20160602,7,2,1,2,2,2,0,680, 
KM20160602,7,1,1,2,2,1,1,1919, 
KM20160602,7,2,1,1,2,1,1,533, 
KM20160602,7,2,2,1,3,2,0,546, 
KM20160602,7,1,2,1,2,2,1,1000, 
KM20160602,7,2,2,2,2,2,1,640, 
KM20160602,7,1,2,1,3,1,1,520, 
KM20160602,7,1,2,1,3,1,1,480, 
KM20160602,7,1,1,1,3,2,0,387, 
KM20160602,7,2,2,1,3,1,1,546, 
KM20160602,7,1,2,2,3,2,1,573, 
KM20160602,7,1,2,1,3,1,1,600, 
KM20160602,7,1,1,1,3,1,1,2866, 
KM20160602,7,1,1,1,2,1,1,1493, 
KM20160602,7,2,2,1,2,2,1,1066, 
KM20160602,7,1,1,2,3,2,1,1160, 
KM20160602,7,2,1,1,3,1,1,826, 
KM20160602,7,2,1,1,3,1,1,547, 
KM20160602,7,1,1,1,3,1,1,613, 
KM20160602,7,2,2,2,3,2,1,533, 
KM20160602,7,1,1,2,3,2,1,573, 
KM20160602,7,2,2,2,3,2,1,520, 
KM20160602,7,1,2,2,2,2,1,1200, 
KM20160602,7,2,1,2,2,1,1,573, 
KM20160602,7,1,1,2,3,2,1,947, 
KM20160602,7,2,1,2,2,1,1,600, 
KM20160602,7,1,2,1,3,2,0,853, 
KM20160602,7,1,1,2,2,1,1,1160, 
KM20160602,7,1,1,2,3,2,1,640, 
KM20160602,7,1,2,1,2,1,0,733, 
KM20160602,7,1,1,1,3,1,1,1013, 
KM20160602,7,1,2,1,2,1,0,800, 
KM20160602,7,1,2,1,2,1,0,1986, 
KM20160602,7,2,1,2,3,2,1,733, 
KM20160602,7,2,1,1,2,1,1,893, 
KM20160602,7,1,1,2,2,1,1,613, 
KM20160602,7,1,1,2,2,1,1,627, 
KM20160602,7,1,2,2,2,2,1,573, 
KM20160602,7,1,2,2,2,2,1,1453, 
KM20160602,7,2,1,2,2,1,1,467, 
KM20160602,7,2,1,1,3,1,1,653, 
KM20160602,7,1,1,2,2,1,1,1160, 
KM20160602,7,1,2,2,3,2,1,2306, 
KM20160602,7,2,1,1,2,1,1,1040, 
KM20160602,7,2,1,2,3,2,1,1253, 
KM20160602,7,2,1,1,2,1,1,840, 
KM20160602,7,2,2,1,2,2,1,680, 
KM20160602,7,2,1,2,3,2,1,946, 
KM20160602,7,1,2,2,3,2,1,680, 
KM20160602,7,2,1,2,3,1,0,1360, 
KM20160602,7,2,1,2,2,2,0,1400, 
KM20160602,7,1,1,1,2,2,0,680, 
KM20160602,7,1,1,2,3,2,1,1186, 
KM20160602,7,2,2,1,2,2,1,1466, 
KM20160602,7,2,1,1,2,1,1,506, 
KM20160602,7,2,2,2,3,2,1,440, 
KM20160602,7,2,2,2,2,2,1,453, 
KM20160602,7,1,2,2,2,2,1,946, 
KM20160602,7,1,2,2,3,2,1,853, 
KM20160602,7,1,2,1,2,1,0,973, 
KM20160602,7,1,1,1,3,1,1,800, 
KM20160602,7,1,1,2,3,2,1,560, 
KM20160602,7,1,1,2,2,2,0,693, 
KM20160602,7,1,1,1,2,1,1,586, 
KM20160602,7,1,1,2,2,1,1,520, 
KM20160602,7,1,1,2,3,2,1,973, 
KM20160602,7,1,1,2,2,2,0,520, 
KM20160602,7,1,2,1,2,1,0,1600, 
KM20160602,7,2,1,1,3,1,1,947, 
KM20160602,7,2,2,2,3,2,1,467, 
KM20160602,7,1,2,1,3,1,1,1706, 
KM20160602,7,2,1,1,3,1,1,547, 
KM20160602,7,1,2,1,2,1,0,1226, 
KM20160602,7,2,1,2,2,1,1,546, 
KM20160602,7,2,2,2,3,2,1,480, 
KM20160602,7,2,1,2,3,2,1,626, 
KM20160602,7,2,2,1,3,1,1,520, 
KM20160602,7,1,1,1,3,1,1,547, 
KM20160602,7,1,1,2,2,1,1,693, 
KM20160602,7,1,2,2,3,2,1,467, 
KM20160602,7,2,1,2,2,2,0,1146, 
KM20160602,7,1,1,1,3,1,1,1213, 
KM20160602,7,1,2,1,3,1,1,560, 
KM20160602,7,2,1,1,3,1,1,573, 
KM20160602,7,1,1,1,3,1,1,1026, 
KM20160602,7,2,2,2,2,1,0,546, 
KM20160602,7,2,2,1,2,1,0,706, 
KM20160602,7,1,1,2,3,2,1,1160, 
KM20160602,7,2,2,1,3,1,1,387, 
KM20160602,7,2,1,1,2,1,1,1040, 
KM20160602,7,2,1,2,3,2,1,1680, 
KM20160602,7,2,1,2,3,2,1,1106, 
KM20160602,7,1,2,2,3,2,1,507, 
KM20160602,7,2,2,1,2,1,0,760, 
KM20160602,7,1,2,2,2,1,0,467, 
KM20160602,7,1,2,2,3,2,1,1480, 
KM20160602,7,2,2,2,2,2,1,613, 
KM20160602,7,1,1,2,2,2,0,480, 
KM20160602,7,2,2,1,2,1,0,693, 
KM20160602,7,2,2,2,3,2,1,546, 
KM20160602,7,2,2,1,2,2,1,786, 
KM20160602,7,2,1,1,3,1,1,960, 
KM20160602,7,1,2,1,2,1,0,1053, 
KM20160602,7,2,2,2,2,1,0,707, 
KM20160602,7,1,2,2,2,2,1,506, 
KM20160602,7,2,2,2,3,2,1,1400, 
KM20160602,7,2,2,1,3,2,0,1759, 
KM20160602,7,1,1,2,2,1,1,1040, 
KM20160602,7,1,2,1,2,2,1,1066, 
KM20160602,7,1,2,2,3,1,0,1026, 
KM20160602,7,1,2,1,3,1,1,840, 
KM20160602,7,2,2,2,2,2,1,2946, 
KM20160602,7,2,1,1,3,1,1,720, 
KM20160602,7,2,2,2,2,2,1,1160, 
KM20160602,7,2,1,2,2,1,1,706, 
KM20160602,7,2,1,1,3,2,0,387, 
KM20160602,7,2,1,1,2,1,1,946, 
KM20160602,7,2,2,1,2,2,1,1186, 
KM20160602,7,1,1,1,2,1,1,600, 
KM20160602,7,1,2,1,3,1,1,533, 
KM20160602,7,1,2,2,3,2,1,493, 
KM20160602,7,2,2,1,3,1,1,720, 
KM20160602,7,2,2,1,3,1,1,533, 
KM20160602,7,1,2,2,2,1,0,1866, 
KM20160602,7,2,2,2,2,2,1,386, 
KM20160602,7,1,1,2,3,2,1,653, 
KM20160602,7,2,1,1,2,1,1,933, 
KM20160602,7,2,2,1,3,1,1,2226, 
KM20160602,7,2,1,1,2,1,1,706, 
KM20160602,7,2,1,2,3,1,0,2119, 
KM20160602,7,1,1,1,2,1,1,693, 
KM20160602,7,1,1,1,3,1,1,693, 
KM20160602,7,1,2,2,3,2,1,800, 
KM20160602,7,1,2,1,3,1,1,493, 
KM20160602,7,1,1,2,3,2,1,893, 
KM20160602,7,1,2,1,3,1,1,507, 
KM20160602,7,1,1,1,3,1,1,493, 
KM20160602,7,2,1,2,3,1,0,826, 
KM20160602,7,2,1,2,2,2,0,453, 
KM20160602,7,2,2,1,2,2,1,560, 
KM20160602,7,2,2,1,2,2,1,693, 
KM20160602,7,2,1,2,3,1,0,507, 
KM20160602,7,1,2,1,2,2,1,1573, 
KM20160602,7,1,1,1,2,1,1,547, 
KM20160602,7,2,2,1,2,2,1,760, 
KM20160602,7,2,1,2,3,1,0,986, 
KM20160602,7,2,2,2,3,2,1,427, 
KM20160602,7,2,1,1,2,2,0,1386, 
KM20160602,7,1,1,1,2,1,1,453, 
KM20160602,7,1,2,2,2,2,1,413, 
KM20160602,7,2,2,2,2,2,1,653, 
KM20160602,7,2,1,1,2,1,1,547, 
KM20160602,7,1,2,1,3,2,0,626, 
KM20160602,7,1,1,2,3,1,0,1613, 
KM20160602,7,1,2,2,3,2,1,493, 
KM20160602,7,2,2,1,2,2,1,1560, 
KM20160602,7,2,2,2,3,2,1,453, 
KM20160602,7,2,2,2,2,2,1,773, 
KM20160602,7,2,1,1,3,1,1,933, 
KM20160602,7,1,2,2,2,1,0,1293, 
KM20160602,7,2,2,1,3,2,0,413, 
KM20160602,7,1,1,1,3,1,1,880, 
KM20160602,7,2,2,1,3,1,1,493, 
KM20160602,7,1,2,2,2,2,1,1026, 
KM20160602,7,1,1,2,3,2,1,1066, 
KM20160602,7,2,1,2,2,1,1,1626, 
KM20160602,7,1,1,1,2,1,1,653, 
KM20160602,7,1,1,1,3,1,1,600, 
KM20160602,7,1,1,1,2,1,1,760, 
KM20160602,7,2,1,2,2,1,1,840, 
KM20160602,7,1,2,1,2,2,1,533, 
KM20160602,7,2,2,2,3,2,1,1000, 
KM20160602,7,2,2,2,2,2,1,520, 
KM20160602,7,2,2,2,3,2,1,733, 
KM20160602,7,2,2,1,3,1,1,666, 
KM20160602,7,1,1,1,2,2,0,1013, 
KM20160602,7,1,1,1,2,1,1,427, 
KM20160602,7,2,2,2,3,2,1,493, 
KM20160602,7,2,1,2,2,2,0,387, 
KM20160602,7,1,2,2,3,2,1,533, 
KM20160602,7,2,2,1,3,1,1,480, 
KM20160602,7,2,2,2,2,2,1,413, 
KM20160602,7,1,2,1,2,2,1,760, 
KM20160602,3,2,2,2,3,2,1,333, 
KM20160602,3,1,2,2,3,2,1,280, 
KM20160602,3,2,2,1,3,1,1,200, 
KM20160602,3,2,2,2,3,2,1,160, 
KM20160602,3,2,1,2,3,2,1,107, 
KM20160602,3,2,2,1,3,1,1,200, 
KM20160602,3,1,1,2,3,2,1,253, 
KM20160602,3,1,2,1,3,1,1,173, 
KM20160602,3,2,1,2,3,2,1,213, 
KM20160602,3,1,2,1,3,1,1,320, 
KM20160602,3,2,1,1,3,1,1,67, 
